origen,destino,bytes_originales,sha256_original,entrega_git
claude_work/sd_component_plot_reproduction/RESULTADO.md,claude_work/revision_asimetrias_sd_umd/02_notebooks/02_reproduccion/RESULTADO.md,944,873553dfd62188fe2b58c04e41c163738b9bc511edae50446222f77f2f0fce15,True
claude_work/sd_component_plot_reproduction/SD_Desglose_Componentes_vs_UMD_reproducido.pdf,claude_work/revision_asimetrias_sd_umd/02_notebooks/02_reproduccion/resultados/SD_Desglose_Componentes_vs_UMD_reproducido.pdf,33936,ac0b2b964e4fa2719610e6bc529f24544303fdb22a3e69d1a9c0afeabce6ec52,True
claude_work/sd_component_plot_reproduction/SD_Desglose_Componentes_vs_UMD_reproducido.png,claude_work/revision_asimetrias_sd_umd/02_notebooks/02_reproduccion/resultados/SD_Desglose_Componentes_vs_UMD_reproducido.png,194757,53c4d80f0a856cd98e5cf6cdc7d8f9f5a3e3ab205ea1b73b865c80cd681be08b,True
claude_work/sd_component_plot_reproduction/SD_antes_despues_mismos_bins.pdf,claude_work/revision_asimetrias_sd_umd/02_notebooks/02_reproduccion/resultados/SD_antes_despues_mismos_bins.pdf,29172,3b870a4f00dc0b6c6dbc138d9c3d02564a2849023c35f953db7ebc3e36ece277,True
claude_work/sd_component_plot_reproduction/SD_antes_despues_mismos_bins.png,claude_work/revision_asimetrias_sd_umd/02_notebooks/02_reproduccion/resultados/SD_antes_despues_mismos_bins.png,140540,3c60777e87da7929230aaffe5aa9a8b5283f64a231a84d7663ab21227ae02d94,True
claude_work/sd_component_plot_reproduction/ajustes_reproducidos.csv,claude_work/revision_asimetrias_sd_umd/02_notebooks/02_reproduccion/resultados/ajustes_reproducidos.csv,3209,333ecf243a86ff9370fd6c30a03b0db2c491c83b465f059710e20756e612f09f,True
claude_work/sd_component_plot_reproduction/comparacion_numerica_con_PDF.csv,claude_work/revision_asimetrias_sd_umd/02_notebooks/02_reproduccion/resultados/comparacion_numerica_con_PDF.csv,6021,1f7bad30ae01da3d3c10d9e61b2a9c6703fd456a5fbe5c777eab4fddbf228cbc,True
claude_work/sd_component_plot_reproduction/integridad_fuentes_offline.csv,claude_work/revision_asimetrias_sd_umd/02_notebooks/02_reproduccion/resultados/integridad_fuentes_offline.csv,736,01af24ac8cef8fdfeb0bdf1c8eca4368ad75d02bc68eb72f040e4e19276c354d,True
claude_work/sd_component_plot_reproduction/reproducir_desglose_sd.html,claude_work/revision_asimetrias_sd_umd/02_notebooks/02_reproduccion/reproducir_desglose_sd.html,693391,26a0933caeff0063268bc5d3006b2ea3c83e96b406e8e2b63771f15ca6489325,True
claude_work/sd_component_plot_reproduction/reproducir_desglose_sd.ipynb,claude_work/revision_asimetrias_sd_umd/02_notebooks/02_reproduccion/reproducir_desglose_sd.ipynb,376282,f466a1a327d67dc24cf9f2e5e3127ecf88e971d5b1de61678c4b3d0b3501b496,True
claude_work/sd_component_plot_reproduction/reproducir_desglose_sd.py,claude_work/revision_asimetrias_sd_umd/02_notebooks/02_reproduccion/reproducir_desglose_sd.py,23773,02d96afec66323e9eabb339a84e9d94d31290390db7ea8fb50d553a422862884,True
claude_work/sd_component_plot_reproduction/seleccion_mismos_bins_ajuste_ponderado.csv,claude_work/revision_asimetrias_sd_umd/02_notebooks/02_reproduccion/resultados/seleccion_mismos_bins_ajuste_ponderado.csv,5123,9b6594eae7767ce1afae4065088c26f7f79050e32eaa99f3f1dca9a23e51eda9,True
claude_work/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/README-checkpoint.md,claude_work/revision_asimetrias_sd_umd/99_archivo_local/intermedios/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/README-checkpoint.md,7272,c126d6cfba6c91f666018bab0562d52add91ca4935133a51d4b1944040785de4,False
claude_work/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/armbruster-checkpoint.txt,claude_work/revision_asimetrias_sd_umd/99_archivo_local/intermedios/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/armbruster-checkpoint.txt,479857,aefb30af5992af4451806e7127bd653b6053c7ac4e8d2d86348d4f9a7d716160,False
claude_work/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/ave2017-checkpoint.txt,claude_work/revision_asimetrias_sd_umd/99_archivo_local/intermedios/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/ave2017-checkpoint.txt,144525,0e3e57c19c6636f33110207e957eb9b2172870d80c9bbd1ff021037c524c137c,False
claude_work/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/model_benchmark_residuals-checkpoint.json,claude_work/revision_asimetrias_sd_umd/99_archivo_local/intermedios/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/model_benchmark_residuals-checkpoint.json,444,51cff183e98b71cecf31d69da246bbd81857bd9280b69e115a62d9630bbf3f12,False
claude_work/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/offline_source_manifest-checkpoint.json,claude_work/revision_asimetrias_sd_umd/99_archivo_local/intermedios/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/offline_source_manifest-checkpoint.json,1921,dd4b53be5981f62ae8e2e45a773aa598f7922cd7d75b312b806917a05ce7fd66,False
claude_work/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/physics_explanation-checkpoint.html,claude_work/revision_asimetrias_sd_umd/99_archivo_local/intermedios/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/physics_explanation-checkpoint.html,24464,9c716dcf1d7e6ac6abcc82eb526cdcb3864434c28fb5ebfaaaee9ce59127ee64,False
claude_work/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/report-checkpoint.html,claude_work/revision_asimetrias_sd_umd/99_archivo_local/intermedios/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/report-checkpoint.html,74095,6aa008deb94e2c15b193b9d8371f262f90618be5df8079a7179a5c274ce615d2,False
claude_work/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/report-checkpoint.md,claude_work/revision_asimetrias_sd_umd/99_archivo_local/intermedios/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/report-checkpoint.md,55707,91bc7202ff6d5a817af7b38fab4608e5612477453e6dd49d87383c88dec7eaaf,False
claude_work/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/report.template-checkpoint.md,claude_work/revision_asimetrias_sd_umd/99_archivo_local/intermedios/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/report.template-checkpoint.md,50631,397fb5cf29268cbe0e1f199efde5ef0beab320b5f8f8c29158bf88ae7260de15,False
claude_work/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/selection_audit-checkpoint.png,claude_work/revision_asimetrias_sd_umd/99_archivo_local/intermedios/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/selection_audit-checkpoint.png,154605,da00dccfef3029303b3d3b82926d41fa6207e37c96d237047010788606b45b30,False
claude_work/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/selection_audit-checkpoint.svg,claude_work/revision_asimetrias_sd_umd/99_archivo_local/intermedios/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/selection_audit-checkpoint.svg,48738,5c3ff1e3d992cfa097cb0e5e850c79b084cdfe6a4093ca347b7ba3f544cd4eaa,False
claude_work/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/selection_match_summary-checkpoint.json,claude_work/revision_asimetrias_sd_umd/99_archivo_local/intermedios/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/selection_match_summary-checkpoint.json,120,e151be99de61778f760376122eeb4f9c9f73413c8b1cadf9390283835bb603f6,False
claude_work/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/validate_artifacts-checkpoint.py,claude_work/revision_asimetrias_sd_umd/99_archivo_local/intermedios/sd_muon_asymmetry_forensic_review/.ipynb_checkpoints/validate_artifacts-checkpoint.py,3590,1985390f8ce1590d324b1d2c7c8eca5370f809d65f14ec52c2643f7d09179791,False
claude_work/sd_muon_asymmetry_forensic_review/README.md,claude_work/revision_asimetrias_sd_umd/04_soporte/README_auditoria.md,7272,c126d6cfba6c91f666018bab0562d52add91ca4935133a51d4b1944040785de4,True
claude_work/sd_muon_asymmetry_forensic_review/__pycache__/statistical_checks.cpython-312.pyc,claude_work/revision_asimetrias_sd_umd/99_archivo_local/intermedios/sd_muon_asymmetry_forensic_review/__pycache__/statistical_checks.cpython-312.pyc,10892,e6c135db837c0b8070efefd3d62fca3fe13a25465fe4d397c353996ec39a42da,False
claude_work/sd_muon_asymmetry_forensic_review/__pycache__/verify.cpython-312.pyc,claude_work/revision_asimetrias_sd_umd/99_archivo_local/intermedios/sd_muon_asymmetry_forensic_review/__pycache__/verify.cpython-312.pyc,14261,5f173ca82a4f77f2c916bb9844b80e4edb7a29a48bcecffe01c8e40ec3ee9228,False
claude_work/sd_muon_asymmetry_forensic_review/adst_audit_summary.json,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/adst_audit_summary.json,296,3ae4dc785bd1339aa924295cebc7c0bdfb0f951d4f9040d2a3a2cd2f7694e3ba,True
claude_work/sd_muon_asymmetry_forensic_review/adst_cluster_bootstrap.json,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/adst_cluster_bootstrap.json,1116,bbc8ebc0ef844bbbf39dc7b96c0efff373786759077fed27d59e1d083dfa6a58,True
claude_work/sd_muon_asymmetry_forensic_review/adst_counts_fast.csv,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/adst_counts_fast.csv,24798193,8a62ff0737dd6f6f2322782398c61e8bd37fb13cc464988056845ac6e69663a1,True
claude_work/sd_muon_asymmetry_forensic_review/adst_counts_fast.py,claude_work/revision_asimetrias_sd_umd/04_soporte/codigo/adst_counts_fast.py,2955,1dd8dcac066affebe0ab967daeb4270796e3df56750d9ef5b598a483d17b9199,True
claude_work/sd_muon_asymmetry_forensic_review/adst_counts_fast_summary.json,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/adst_counts_fast_summary.json,2832,cc5a384fee24fd65a58ebd44c90ab2de756f3b4821f071d40f3019611c8d420d,True
claude_work/sd_muon_asymmetry_forensic_review/adst_metadata.json,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/adst_metadata.json,12588,b4b4ef685f29cb293981bdc444a6a8c9fe6d56e9f59f04d65187e8c6784ccbd8,True
claude_work/sd_muon_asymmetry_forensic_review/adst_metadata.py,claude_work/revision_asimetrias_sd_umd/04_soporte/codigo/adst_metadata.py,1661,e70cdf3d13e8529eb563cc5b251e0ff88ea3b257ca4e1435ed1d5b8816d97538,True
claude_work/sd_muon_asymmetry_forensic_review/adst_selection_bins.csv,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/adst_selection_bins.csv,6137,c1ea9d68e8f2e8b7b03c6c08b0bb83ea5876f19f7badc242baa973ffda1a3aca,True
claude_work/sd_muon_asymmetry_forensic_review/adst_selection_fits.csv,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/adst_selection_fits.csv,1673,f433588472fe37df255be4f8cc23bcaf83e8aa92f878a794006bd806107050f5,True
claude_work/sd_muon_asymmetry_forensic_review/adst_station_audit.csv,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/adst_station_audit.csv,1246316,c54efc82c89cb28a86383419cfe2aeb1765d1b905f35bafdb06652d9ff6408b5,True
claude_work/sd_muon_asymmetry_forensic_review/analytic_legacy.csv,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/analytic_legacy.csv,634,bb53795a2f2c0fbe13e09593b9f89fa291f939c8fe1936cab4b015bd92bf5d10,True
claude_work/sd_muon_asymmetry_forensic_review/analytic_summary.json,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/analytic_summary.json,147,ff9c3939891afa2a39eb5b85c9db00b0686caaca7c204ba8e7bfb6e0d9f151e8,True
claude_work/sd_muon_asymmetry_forensic_review/armbruster.txt,claude_work/revision_asimetrias_sd_umd/99_archivo_local/textos_extraidos_PDF/armbruster.txt,479857,aefb30af5992af4451806e7127bd653b6053c7ac4e8d2d86348d4f9a7d716160,False
claude_work/sd_muon_asymmetry_forensic_review/ave2017.txt,claude_work/revision_asimetrias_sd_umd/99_archivo_local/textos_extraidos_PDF/ave2017.txt,144525,0e3e57c19c6636f33110207e957eb9b2172870d80c9bbd1ff021037c524c137c,False
claude_work/sd_muon_asymmetry_forensic_review/bertou_billoir.txt,claude_work/revision_asimetrias_sd_umd/99_archivo_local/textos_extraidos_PDF/bertou_billoir.txt,83843,437cd1fd9f9dffb321d2c3316f952554cd1c5473c8105bd3ff8ad044fa3eafab,False
claude_work/sd_muon_asymmetry_forensic_review/build_physics_explanation.py,claude_work/revision_asimetrias_sd_umd/04_soporte/codigo/build_physics_explanation.py,1693,61612ba1fb9c819afca03caafbe0a906b3839799bd0185fd4179296fc4af2927,True
claude_work/sd_muon_asymmetry_forensic_review/build_report.py,claude_work/revision_asimetrias_sd_umd/04_soporte/codigo/build_report.py,13869,7b53c21be1a83bcf6e869e923a316e3c66d6b009340faa0144cd5a5d9e72067d,True
claude_work/sd_muon_asymmetry_forensic_review/cazon2012.txt,claude_work/revision_asimetrias_sd_umd/99_archivo_local/textos_extraidos_PDF/cazon2012.txt,113794,22b5d72d972b65b08a44fc30bf76134182b07bd24c90e1cc1acba1291c3a6f33,False
claude_work/sd_muon_asymmetry_forensic_review/cluster_bootstrap.json,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/cluster_bootstrap.json,691,207a48104c5e76f369226d1aed5cf24c92daf1fa310e10cbf2d56d1c38fd88ee,True
claude_work/sd_muon_asymmetry_forensic_review/data_manifest.json,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/data_manifest.json,2622,75f176cd5ca4a6e90a8bbe13531688bbbea70b519ed3ce59bc6c55792daf251d,True
claude_work/sd_muon_asymmetry_forensic_review/derivation_checks.py,claude_work/revision_asimetrias_sd_umd/04_soporte/codigo/derivation_checks.py,4470,1866d7b5f4978cccadbf596ee4c6a910529e3fd3d5dab54676b3facc6444da08,True
claude_work/sd_muon_asymmetry_forensic_review/derivation_numbers.json,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/derivation_numbers.json,828,49dccb779e69bb4d00fd208a8a344f224b2f997359a588caa2833152c8812b53,True
claude_work/sd_muon_asymmetry_forensic_review/energy_strata.csv,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/energy_strata.csv,12003,9b2121ef1e4edb51f6d188d5d6ca887b948802061ff4eb5f0b31fd14baf38168,True
claude_work/sd_muon_asymmetry_forensic_review/far_bin_diagnostics.csv,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/far_bin_diagnostics.csv,2054,d6e00d38d0673050b1292fecaccd03e9ba9dc82056e8af132eb985be742ab671,True
claude_work/sd_muon_asymmetry_forensic_review/garcia_pinto.txt,claude_work/revision_asimetrias_sd_umd/99_archivo_local/textos_extraidos_PDF/garcia_pinto.txt,327715,9daccf9ef61af01b1c398cc949f1e60a71689d1ab2781eede2cb03deb0166490,False
claude_work/sd_muon_asymmetry_forensic_review/luce2021.txt,claude_work/revision_asimetrias_sd_umd/99_archivo_local/textos_extraidos_PDF/luce2021.txt,38621,88affb43a7fa49da68b24891ceb5a787a33f2ef87bdffcd69d16965386ce3536,False
claude_work/sd_muon_asymmetry_forensic_review/mc_fits.csv,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/mc_fits.csv,20387,cb4fabcb3885b8ac67467904883300216a34671c4c356de3a5488b5b371cb95a,True
claude_work/sd_muon_asymmetry_forensic_review/mc_summary.json,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/mc_summary.json,533,48ae98a5506bfd6a8b573d231ccc984e95156853b12c3980821fb63072dee68b,True
claude_work/sd_muon_asymmetry_forensic_review/model_benchmark_residuals.json,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/model_benchmark_residuals.json,444,51cff183e98b71cecf31d69da246bbd81857bd9280b69e115a62d9630bbf3f12,True
claude_work/sd_muon_asymmetry_forensic_review/offline_source_manifest.json,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/offline_source_manifest.json,1921,dd4b53be5981f62ae8e2e45a773aa598f7922cd7d75b312b806917a05ce7fd66,True
claude_work/sd_muon_asymmetry_forensic_review/parent_bootstrap.py,claude_work/revision_asimetrias_sd_umd/04_soporte/codigo/parent_bootstrap.py,435,633cdafbbcce098f20233abafec66a9cda71f023beb1aad1ba35d683f66f5d23,True
claude_work/sd_muon_asymmetry_forensic_review/parent_cluster_bootstrap.json,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/parent_cluster_bootstrap.json,687,7b1c540a78099b99f06c18331a56fd046b7002265c52eb6776ece6a331f070a7,True
claude_work/sd_muon_asymmetry_forensic_review/physics_explanation.html,claude_work/revision_asimetrias_sd_umd/01_fisica/physics_explanation.html,24464,9c716dcf1d7e6ac6abcc82eb526cdcb3864434c28fb5ebfaaaee9ce59127ee64,True
claude_work/sd_muon_asymmetry_forensic_review/physics_explanation.md,claude_work/revision_asimetrias_sd_umd/01_fisica/physics_explanation.md,16243,24a1792713c309aa139b3dfa1ef59ad07c3c378cc7aa6e118bc8ac3f8c7ddc9f,True
claude_work/sd_muon_asymmetry_forensic_review/primary_azimuth_fits.csv,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/primary_azimuth_fits.csv,980,beb6746317ae11cd2c0713590f6b8cd3753100ca5097842ab048bfb5b1995a8a,True
claude_work/sd_muon_asymmetry_forensic_review/read_adst_audit.py,claude_work/revision_asimetrias_sd_umd/04_soporte/codigo/read_adst_audit.py,3121,8e33bae3ae639520cf35a5165c31628b5798d165f2153e98d76b9d31b3190428,True
claude_work/sd_muon_asymmetry_forensic_review/report.html,claude_work/revision_asimetrias_sd_umd/01_fisica/report.html,74095,6aa008deb94e2c15b193b9d8371f262f90618be5df8079a7179a5c274ce615d2,True
claude_work/sd_muon_asymmetry_forensic_review/report.md,claude_work/revision_asimetrias_sd_umd/01_fisica/report.md,55707,91bc7202ff6d5a817af7b38fab4608e5612477453e6dd49d87383c88dec7eaaf,True
claude_work/sd_muon_asymmetry_forensic_review/report.template.md,claude_work/revision_asimetrias_sd_umd/04_soporte/plantillas/report.template.md,50631,397fb5cf29268cbe0e1f199efde5ef0beab320b5f8f8c29158bf88ae7260de15,True
claude_work/sd_muon_asymmetry_forensic_review/report_manifest.json,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/report_manifest.json,758,0cda52165c90d3e4f2f9bca90df2ce2318ade258bc2c17d17a57643e9dd29df2,True
claude_work/sd_muon_asymmetry_forensic_review/selection_audit.png,claude_work/revision_asimetrias_sd_umd/04_soporte/figuras/selection_audit.png,154605,da00dccfef3029303b3d3b82926d41fa6207e37c96d237047010788606b45b30,True
claude_work/sd_muon_asymmetry_forensic_review/selection_audit.svg,claude_work/revision_asimetrias_sd_umd/04_soporte/figuras/selection_audit.svg,48738,5c3ff1e3d992cfa097cb0e5e850c79b084cdfe6a4093ca347b7ba3f544cd4eaa,True
claude_work/sd_muon_asymmetry_forensic_review/selection_closure.py,claude_work/revision_asimetrias_sd_umd/04_soporte/codigo/selection_closure.py,3290,32ec0173a9016a4397d36c85d68b5e496b46c16ec5c30873c42e593a8d0db47d,True
claude_work/sd_muon_asymmetry_forensic_review/selection_closure_bins.csv,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/selection_closure_bins.csv,5220,c18c28fe6d006c52cbae108895a4512412aba6918cd5ead672f4cf6f91e6e0dd,True
claude_work/sd_muon_asymmetry_forensic_review/selection_closure_fits.csv,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/selection_closure_fits.csv,1608,435d901dcf42a24442e4700404e2d020290c115b99df8c87f5e9654a35709376,True
claude_work/sd_muon_asymmetry_forensic_review/selection_composition.csv,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/selection_composition.csv,1911,c3ac43e74a5189022b9014d1799478d3ea86061b0c23d17c7cc568ee61108be6,True
claude_work/sd_muon_asymmetry_forensic_review/selection_match_summary.json,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/selection_match_summary.json,120,e151be99de61778f760376122eeb4f9c9f73413c8b1cadf9390283835bb603f6,True
claude_work/sd_muon_asymmetry_forensic_review/selection_narrow_bins.csv,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/selection_narrow_bins.csv,722,1665d6ac9d90edc37e6127b17f56c267e8d88b087a7b952a55872bfc37f41d3b,True
claude_work/sd_muon_asymmetry_forensic_review/selection_paired_bootstrap.csv,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/selection_paired_bootstrap.csv,1016,8e5c7f591372420f66cd649bba17b168c7381c0178a14657fd8a0c179c577639,True
claude_work/sd_muon_asymmetry_forensic_review/selection_robustness.py,claude_work/revision_asimetrias_sd_umd/04_soporte/codigo/selection_robustness.py,3287,a1a7f5032613487919e551ebf11ac1a902502755848a31ea1b9bd9400caf034b,True
claude_work/sd_muon_asymmetry_forensic_review/selection_standardized.json,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/selection_standardized.json,718,856fae4286068eb08089c1517256e2300bca711ae77613e2ac463647eb59b862,True
claude_work/sd_muon_asymmetry_forensic_review/standardized_fits.csv,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/standardized_fits.csv,187,3d997cbfd10894ed5fe918fe47b9ac4cedf7a8a56f2778824fa4eea05c0729dc,True
claude_work/sd_muon_asymmetry_forensic_review/statistical_checks.py,claude_work/revision_asimetrias_sd_umd/04_soporte/codigo/statistical_checks.py,3856,c37f3cb21b463821ba3896e76078f6f3897c811b65a33399612b954511de5f25,True
